id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,nom_commune,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,lot1_surface_carrez,lot2_surface_carrez,lot3_surface_carrez,lot4_surface_carrez,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,day_mutation,month_mutation
2021-67892,2021-03-19,1,Vente,318300.0,287.0,,CHE DE L ESCAS DE NOUGUIE,0247,6510.0,Carros,,,060330000D5975,,,,,,,1,3.0,Dépendance,,0.0,,,,,,,,19,3
2021-67892,2021-03-19,1,Vente,318300.0,287.0,,CHE DE L ESCAS DE NOUGUIE,0247,6510.0,Carros,,,060330000D5975,,113.65,,,,,1,2.0,Appartement,117.0,4.0,,,,,,,,19,3
2021-67910,2021-03-12,1,Vente en l'état futur d'achèvement,39500.0,,,LOU PLANTIE,B073,6510.0,Carros,,,060330000D6167,,,,,,,1,,,,,,,,,,,,12,3
2021-67910,2021-03-12,1,Vente en l'état futur d'achèvement,39500.0,,,LOU PLANTIE,B073,6510.0,Carros,,,060330000D6167,,,,,,,1,,,,,,,,,,,,12,3
2021-67910,2021-03-12,1,Vente en l'état futur d'achèvement,39500.0,,,LOU PLANTIE,B073,6510.0,Carros,,,060330000D6167,,,,,,,1,,,,,,,,,,,,12,3
2021-67911,2021-03-12,1,Vente en l'état futur d'achèvement,57000.0,,,LOU PLANTIE,B073,6510.0,Carros,,,060330000D6167,,,,,,,1,,,,,,,,,,,,12,3
2021-67911,2021-03-12,1,Vente en l'état futur d'achèvement,57000.0,,,LOU PLANTIE,B073,6510.0,Carros,,,060330000D6167,,,,,,,1,,,,,,,,,,,,12,3
2021-67911,2021-03-12,1,Vente en l'état futur d'achèvement,57000.0,,,LOU PLANTIE,B073,6510.0,Carros,,,060330000D6167,,,,,,,1,,,,,,,,,,,,12,3
2021-67911,2021-03-12,1,Vente en l'état futur d'achèvement,57000.0,,,LOU PLANTIE,B073,6510.0,Carros,,,060330000D6167,,,,,,,1,,,,,,,,,,,,12,3
2021-67963,2021-03-25,1,Vente,565000.0,,,LA QUEIRELLO,B086,6510.0,Carros,,,060330000D6093,,,,,,,0,,,,,S,sols,,,36.0,,,25,3
2021-67963,2021-03-25,1,Vente,565000.0,,,LA QUEIRELLO,B086,6510.0,Carros,,,060330000D6098,,,,,,,0,,,,,AB,terrains a bâtir,,,1298.0,,,25,3
2021-68027,2021-03-29,1,Vente en l'état futur d'achèvement,329000.0,,,LOU PLANTIE,B073,6510.0,Carros,,,060330000D0715,,,,,,,1,,,,,,,,,,,,29,3
2021-68027,2021-03-29,1,Vente en l'état futur d'achèvement,329000.0,,,LOU PLANTIE,B073,6510.0,Carros,,,060330000D0715,,,,,,,1,,,,,,,,,,,,29,3
2021-68027,2021-03-29,1,Vente en l'état futur d'achèvement,329000.0,,,LOU PLANTIE,B073,6510.0,Carros,,,060330000D0715,,,,,,,1,,,,,,,,,,,,29,3
2021-68039,2021-03-30,1,Vente,40000.0,,,LOU BOUSQUET,B046,6510.0,Carros,,,060330000B0991,,,,,,,0,,,,,VE,vergers,,,2.0,,,30,3
2021-68039,2021-03-30,1,Vente,40000.0,,,LOU BOUSQUET,B046,6510.0,Carros,,,060330000B0993,,,,,,,0,,,,,VE,vergers,,,342.0,,,30,3
2021-68039,2021-03-30,1,Vente,40000.0,,,LOU BOUSQUET,B046,6510.0,Carros,,,060330000B0995,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,4811.0,,,30,3
2021-68039,2021-03-30,1,Vente,40000.0,,,LOU BOUSQUET,B046,6510.0,Carros,,,060330000B0996,,,,,,,0,,,,,VE,vergers,,,1030.0,,,30,3
2021-68047,2021-04-08,1,Vente,756610.0,13.0,,RUE DES ROSEMARINES,0476,6510.0,Carros,,,060330000D3787,,,,,,,0,1.0,Maison,123.0,4.0,S,sols,,,699.0,,,8,4
2021-68060,2021-04-02,1,Vente,1800000.0,,,LES EIGAGES,B018,6650.0,Opio,,,06089000BK0023,,,,,,,0,,,,,S,sols,,,27.0,,,2,4
2021-68060,2021-04-02,1,Vente,1800000.0,12.0,,CHE DES EIGAGES,0300,6650.0,Opio,,,06089000BK0061,,,,,,,0,1.0,Maison,54.0,3.0,S,sols,,,318.0,,,2,4
2021-68060,2021-04-02,1,Vente,1800000.0,12.0,,CHE DES EIGAGES,0300,6650.0,Opio,,,06089000BK0061,,,,,,,0,1.0,Maison,26.0,1.0,S,sols,,,318.0,,,2,4
2021-68060,2021-04-02,1,Vente,1800000.0,12.0,,CHE DES EIGAGES,0300,6650.0,Opio,,,06089000BK0061,,,,,,,0,1.0,Maison,38.0,2.0,S,sols,,,318.0,,,2,4
2021-68060,2021-04-02,1,Vente,1800000.0,12.0,,CHE DES EIGAGES,0300,6650.0,Opio,,,06089000BK0061,,,,,,,0,1.0,Maison,126.0,5.0,S,sols,,,318.0,,,2,4
2021-68060,2021-04-02,1,Vente,1800000.0,,,LES EIGAGES,B018,6650.0,Opio,,,06089000BK0109,,,,,,,0,,,,,T,terres,,,774.0,,,2,4
2021-68060,2021-04-02,1,Vente,1800000.0,,,LES EIGAGES,B018,6650.0,Opio,,,06089000BK0110,,,,,,,0,,,,,T,terres,,,108.0,,,2,4
2021-68060,2021-04-02,1,Vente,1800000.0,,,LES EIGAGES,B018,6650.0,Opio,,,06089000BK0111,,,,,,,0,,,,,T,terres,,,187.0,,,2,4
2021-68060,2021-04-02,1,Vente,1800000.0,,,LES EIGAGES,B018,6650.0,Opio,,,06089000BK0112,,,,,,,0,,,,,S,sols,,,501.0,,,2,4
2021-68060,2021-04-02,1,Vente,1800000.0,12.0,,CHE DES EIGAGES,0300,6650.0,Opio,,,06089000BK0113,,,,,,,0,3.0,Dépendance,,0.0,AG,terrains d'agrément,,,1735.0,,,2,4
2021-68060,2021-04-02,1,Vente,1800000.0,12.0,,CHE DES EIGAGES,0300,6650.0,Opio,,,06089000BK0114,,,,,,,0,1.0,Maison,315.0,8.0,S,sols,,,795.0,,,2,4
2021-68060,2021-04-02,1,Vente,1800000.0,12.0,,CHE DES EIGAGES,0300,6650.0,Opio,,,06089000BK0114,,,,,,,0,1.0,Maison,102.0,5.0,S,sols,,,795.0,,,2,4
2021-68060,2021-04-02,1,Vente,1800000.0,,,LES EIGAGES,B018,6650.0,Opio,,,06089000BK0115,,,,,,,0,,,,,T,terres,,,4364.0,,,2,4
2021-68060,2021-04-02,1,Vente,1800000.0,,,LES EIGAGES,B018,6650.0,Opio,,,06089000BK0116,,,,,,,0,,,,,T,terres,,,1503.0,,,2,4
2021-68060,2021-04-02,1,Vente,1800000.0,,,LES EIGAGES,B018,6650.0,Opio,,,06089000BK0117,,,,,,,0,,,,,T,terres,,,1955.0,,,2,4
2021-68060,2021-04-02,1,Vente,1800000.0,,,LES EIGAGES,B018,6650.0,Opio,,,06089000BK0118,,,,,,,0,,,,,T,terres,,,746.0,,,2,4
2021-68060,2021-04-02,1,Vente,1800000.0,,,LES EIGAGES,B018,6650.0,Opio,,,06089000BK0119,,,,,,,0,,,,,T,terres,,,860.0,,,2,4
2021-68060,2021-04-02,1,Vente,1800000.0,,,LES EIGAGES,B018,6650.0,Opio,,,06089000BK0120,,,,,,,0,,,,,T,terres,,,276.0,,,2,4
2021-68120,2021-04-08,1,Vente,540000.0,6.0,,RUE DES ROSEMARINES,0476,6510.0,Carros,,,060330000D3782,,,,,,,0,3.0,Dépendance,,0.0,AG,terrains d'agrément,,,215.0,,,8,4
2021-68120,2021-04-08,1,Vente,540000.0,6.0,,RUE DES ROSEMARINES,0476,6510.0,Carros,,,060330000D3782,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,500.0,,,8,4
2021-68120,2021-04-08,1,Vente,540000.0,6.0,,RUE DES ROSEMARINES,0476,6510.0,Carros,,,060330000D3782,,,,,,,0,1.0,Maison,108.0,4.0,AG,terrains d'agrément,,,215.0,,,8,4
2021-68120,2021-04-08,1,Vente,540000.0,6.0,,RUE DES ROSEMARINES,0476,6510.0,Carros,,,060330000D3782,,,,,,,0,1.0,Maison,108.0,4.0,S,sols,,,500.0,,,8,4
2021-68149,2021-04-15,1,Vente,243000.0,7.0,,BD DE LA REPUBLIQUE,0449,6510.0,Carros,,,060330000D5591,,,,,,,1,2.0,Appartement,64.0,3.0,,,,,,,,15,4
2021-68149,2021-04-15,1,Vente,243000.0,1.0,,BD DE LA REPUBLIQUE,0449,6510.0,Carros,,,060330000D5591,,,,,,,1,3.0,Dépendance,,0.0,,,,,,,,15,4
2021-68150,2021-04-21,1,Vente,194000.0,1.0,,BD DE LA REPUBLIQUE,0449,6510.0,Carros,,,060330000D5591,,,,,,,1,3.0,Dépendance,,0.0,,,,,,,,21,4
2021-68150,2021-04-21,1,Vente,194000.0,5.0,,BD DE LA REPUBLIQUE,0449,6510.0,Carros,,,060330000D5591,,,,,,,1,2.0,Appartement,41.0,2.0,,,,,,,,21,4
2021-68151,2021-04-14,1,Vente,285000.0,5.0,,CHE DE LA CULASSE,0209,6510.0,Carros,,,060330000D5869,,,,,,,1,2.0,Appartement,69.0,3.0,,,,,,,,14,4
2021-68151,2021-04-14,1,Vente,285000.0,5.0,,CHE DE LA CULASSE,0209,6510.0,Carros,,,060330000D5869,,,,,,,1,3.0,Dépendance,,0.0,,,,,,,,14,4
2021-68151,2021-04-14,1,Vente,285000.0,5.0,,CHE DE LA CULASSE,0209,6510.0,Carros,,,060330000D5869,,,,,,,1,3.0,Dépendance,,0.0,,,,,,,,14,4
2021-68156,2021-04-14,1,Vente,2500.0,73.0,,CHE DES SALLES,0489,6510.0,Carros,,,060330000D0747,,,,,,,1,3.0,Dépendance,,0.0,,,,,,,,14,4
2021-68157,2021-04-13,1,Vente,2500.0,73.0,,CHE DES SALLES,0489,6510.0,Carros,,,060330000D0747,,,,,,,1,3.0,Dépendance,,0.0,,,,,,,,13,4
2021-68204,2021-01-08,1,Vente,635000.0,18.0,,ALL DE LA CONCORDE,0185,6700.0,Saint-Laurent-du-Var,,,06123000AP0133,,,,,,,0,1.0,Maison,145.0,5.0,S,sols,,,589.0,,,8,1
2021-68613,2021-02-25,1,Vente,1400000.0,,,LE LOGIS DE BONNEAU,B029,6270.0,Villeneuve-Loubet,,,06161000AX0156,,,,,,,0,,,,,AB,terrains a bâtir,,,2731.0,,,25,2
2021-69691,2021-03-04,1,Vente,176253.6,,,DRAHY NORD,B026,7400.0,Meysse,,,07157000AB0098,,,,,,,0,,,,,AB,terrains a bâtir,,,13803.0,,,4,3
2021-69816,2021-03-11,1,Vente,140000.0,,,GRAND PRE,B045,7170.0,Lussas,,,071450000E0468,,,,,,,0,,,,,VI,vignes,,,1060.0,,,11,3
2021-69816,2021-03-11,1,Vente,140000.0,,,GRAND PRE,B045,7170.0,Lussas,,,071450000E0469,,,,,,,0,,,,,VI,vignes,,,3750.0,,,11,3
2021-69816,2021-03-11,1,Vente,140000.0,,,GRAND PRE,B045,7170.0,Lussas,,,071450000E0470,,,,,,,0,,,,,VI,vignes,,,1160.0,,,11,3
2021-69887,2021-03-24,2,Vente,213790.0,,,BLANCHON,B002,7380.0,Lalevade-d'Ardèche,,,071270000A3491,,,,,,,0,,,,,L,landes,,,39.0,,,24,3
2021-69887,2021-03-24,2,Vente,213790.0,,,BLANCHON,B002,7380.0,Lalevade-d'Ardèche,,,071270000A3493,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,2200.0,,,24,3
2021-69941,2021-02-26,2,Vente,1.0,,,LE PUECH,B188,7460.0,Banne,,,07024000AH1115,,,,,,,0,,,,,S,sols,,,6.0,,,26,2
2021-69941,2021-02-26,2,Vente,1.0,,,LE PUECH,B188,7460.0,Banne,,,07024000AH1117,,,,,,,0,,,,,S,sols,,,6.0,,,26,2
2021-69941,2021-02-26,2,Vente,1.0,,,LE PUECH,B188,7460.0,Banne,,,07024000AH1118,,,,,,,0,,,,,S,sols,,,23.0,,,26,2
2021-70310,2021-05-17,2,Vente,13800.0,9006.0,,QUR DE LA SOUBEYRANNE,0900,7700.0,Bourg-Saint-Andéol,,,07042000AV0606,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,22.0,,,17,5
2021-70310,2021-05-17,2,Vente,13800.0,9006.0,,QUR DE LA SOUBEYRANNE,0900,7700.0,Bourg-Saint-Andéol,,,07042000AV0606,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,22.0,,,17,5
2021-70310,2021-05-17,2,Vente,13800.0,9006.0,,QUR DE LA SOUBEYRANNE,0900,7700.0,Bourg-Saint-Andéol,,,07042000AV0606,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,22.0,,,17,5
2021-70310,2021-05-17,2,Vente,13800.0,9006.0,,QUR DE LA SOUBEYRANNE,0900,7700.0,Bourg-Saint-Andéol,,,07042000AV0606,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,22.0,,,17,5
2021-70310,2021-05-17,2,Vente,13800.0,,,SOUBEYRANE,B082,7700.0,Bourg-Saint-Andéol,,,07042000AV0611,,,,,,,0,,,,,S,sols,,,201.0,,,17,5
2021-70637,2021-08-27,2,Vente,67848.0,,,MOULINETTES,B063,7370.0,Sarras,,,073080000B3070,,,,,,,0,,,,,T,terres,,,626.0,,,27,8
2021-70637,2021-08-27,2,Vente,67848.0,,,MOULINETTES,B063,7370.0,Sarras,,,073080000B3072,,,,,,,0,,,,,T,terres,,,48.0,,,27,8
2021-70670,2021-09-28,2,Vente,300000.0,8.0,,RUE DU COLLEGE,0116,7800.0,La Voulte-sur-Rhône,,,07349000AC0588,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,672.0,,,28,9
2021-70670,2021-09-28,2,Vente,300000.0,8.0,,RUE DU COLLEGE,0116,7800.0,La Voulte-sur-Rhône,,,07349000AC0588,,,,,,,0,1.0,Maison,81.0,5.0,S,sols,,,672.0,,,28,9
2021-70670,2021-09-28,2,Vente,300000.0,8.0,,RUE DU COLLEGE,0116,7800.0,La Voulte-sur-Rhône,,,07349000AC0588,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,672.0,,,28,9
2021-70670,2021-09-28,2,Vente,300000.0,8.0,,RUE DU COLLEGE,0116,7800.0,La Voulte-sur-Rhône,,,07349000AC0588,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,672.0,,,28,9
2021-70670,2021-09-28,2,Vente,300000.0,8.0,,RUE DU COLLEGE,0116,7800.0,La Voulte-sur-Rhône,,,07349000AC0588,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,672.0,,,28,9
2021-70670,2021-09-28,2,Vente,300000.0,8.0,,RUE DU COLLEGE,0116,7800.0,La Voulte-sur-Rhône,,,07349000AC0588,,,,,,,0,2.0,Appartement,125.0,6.0,S,sols,,,672.0,,,28,9
2021-70670,2021-09-28,2,Vente,300000.0,8.0,,RUE DU COLLEGE,0116,7800.0,La Voulte-sur-Rhône,,,07349000AC0588,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,672.0,,,28,9
2021-70670,2021-09-28,2,Vente,300000.0,8.0,,RUE DU COLLEGE,0116,7800.0,La Voulte-sur-Rhône,,,07349000AC0588,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,672.0,,,28,9
2021-70670,2021-09-28,2,Vente,300000.0,8.0,,RUE DU COLLEGE,0116,7800.0,La Voulte-sur-Rhône,,,07349000AC0588,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,672.0,,,28,9
2021-70670,2021-09-28,2,Vente,300000.0,8.0,,RUE DU COLLEGE,0116,7800.0,La Voulte-sur-Rhône,,,07349000AC0588,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,672.0,,,28,9
2021-70670,2021-09-28,2,Vente,300000.0,8.0,,RUE DU COLLEGE,0116,7800.0,La Voulte-sur-Rhône,,,07349000AC0588,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,672.0,,,28,9
2021-70689,2021-10-27,2,Vente,80664.0,,,LE PLAN,B062,7700.0,Saint-Marcel-d'Ardèche,,,07264000AL0302,,,,,,,0,,,,,L,landes,,,3361.0,,,27,10
2021-70705,2021-10-28,1,Vente,15.0,,,LE VILLAGE,B092,7130.0,Toulaud,,,07323000AI0349,,,,,,,0,,,,,S,sols,,,235.0,,,28,10
2021-70705,2021-10-28,2,Vente,15.0,,,CLARIOT,B021,7130.0,Toulaud,,,07323000ZD0181,,,,,,,0,,,,,S,sols,,,109.0,,,28,10
2021-70722,2021-10-25,2,Echange,1000.0,,,LA REATIERE,B070,7340.0,Félines,,,070890000B1498,,,,,,,0,,,,,T,terres,,,91.0,,,25,10
2021-70737,2021-12-07,2,Vente,55000.0,5132.0,,LE VILLAGE INTRES,B114,7310.0,Saint-Julien-d'Intres,,,07103000AK0376,,,,,,,0,1.0,Maison,25.0,1.0,S,sols,,,303.0,,,7,12
2021-70738,2021-12-08,2,Vente,10000.0,,,LAURENCON,B035,7120.0,Labeaume,,,071150000C1187,,,,,,,0,,,,,BT,taillis simples,,,533.0,,,8,12
2021-70743,2021-12-08,2,Vente,89161.0,,,MASSE,B063,7290.0,Ardoix,,,070130000C1394,,,,,,,0,,,,,P,prés,,,1867.0,,,8,12
2021-70747,2021-12-13,2,Vente,40000.0,,,COTE DE BARBE,B013,7100.0,Boulieu-lès-Annonay,,,07041000AB0326,,,,,,,0,,,,,S,sols,,,3076.0,,,13,12
2021-70747,2021-12-13,2,Vente,40000.0,,,COTE DE BARBE,B013,7100.0,Boulieu-lès-Annonay,,,07041000AB0327,,,,,,,0,,,,,S,sols,,,103.0,,,13,12
2021-70748,2021-12-18,1,Vente,36610.0,,,LE PONT DE FROMENTIERES,B074,7160.0,Mariac,,,07150000AI0747,,,,,,,0,,,,,P,prés,,,548.0,,,18,12
2021-70748,2021-12-18,1,Vente,36610.0,,,LE PONT DE FROMENTIERES,B074,7160.0,Mariac,,,07150000AI0749,,,,,,,0,,,,,P,prés,,,498.0,,,18,12
2021-70749,2021-12-18,1,Vente,44695.0,,,LE PONT DE FROMENTIERES,B074,7160.0,Mariac,,,07150000AI0746,,,,,,,0,,,,,P,prés,,,494.0,,,18,12
2021-70749,2021-12-18,1,Vente,44695.0,,,LE PONT DE FROMENTIERES,B074,7160.0,Mariac,,,07150000AI0750,,,,,,,0,,,,,P,prés,,,783.0,,,18,12
2021-70750,2021-12-18,2,Vente,4795.0,,,LE PONT DE FROMENTIERES,B074,7160.0,Mariac,,,07150000AI0752,,,,,,,0,,,,,P,prés,,,137.0,,,18,12
2021-70753,2021-12-17,2,Vente,230000.0,172.0,,MTE DES SEUX,0234,7100.0,Boulieu-lès-Annonay,,,070410000B1697,,,,,,,0,1.0,Maison,98.0,4.0,,,,,,,,17,12
2021-70769,2021-12-22,3,Vente,234350.0,117.0,,CHE DE LA PLAINE DE DRINGUE,0066,7300.0,Plats,,,071770000F0730,,,,,,,0,1.0,Maison,116.0,4.0,,,,,,,,22,12
2021-70769,2021-12-22,3,Vente,234350.0,5387.0,,CHE DE LA PLAINE DE DRINGUE,0066,7300.0,Plats,,,071770000F0732,,,,,,,0,,,,,S,sols,,,103.0,,,22,12
2021-70769,2021-12-22,3,Vente,234350.0,5387.0,,CHE DE LA PLAINE DE DRINGUE,0066,7300.0,Plats,,,071770000F0734,,,,,,,0,,,,,S,sols,,,1115.0,,,22,12
2021-70770,2021-12-16,2,Vente,7000.0,,,PATURAL DEVANT LES BRUS,B117,7320.0,Mars,,,07151000AS0325,,,,,,,0,,,,,P,prés,,,5218.0,,,16,12
2021-70770,2021-12-16,2,Vente,7000.0,,,PATURAL DEVANT LES BRUS,B117,7320.0,Mars,,,07151000AS0326,,,,,,,0,,,,,P,prés,,,682.0,,,16,12
2021-70777,2021-12-29,2,Vente,25000.0,,,LE CHOUVEL,B036,7470.0,Coucouron,,,070710000E1237,,,,,,,0,,,,,L,landes,,,150.0,,,29,12
2021-70783,2021-12-27,2,Vente,150.0,,,CROIX DES RAMEAUX,B014,7430.0,Davézieux,,,07078000AN0315,,,,,,,0,,,,,J,jardins,,,20.0,,,27,12
2021-70798,2021-12-17,2,Vente,2140.0,,,MARGILES,B046,7100.0,Saint-Marcel-lès-Annonay,,,07265000AH0627,,,,,,,0,,,,,L,landes,,,17627.0,,,17,12
2021-70798,2021-12-17,2,Vente,2140.0,,,MARGILES,B046,7100.0,Saint-Marcel-lès-Annonay,,,07265000AH0629,,,,,,,0,,,,,L,landes,,,1666.0,,,17,12
2021-70806,2021-12-29,2,Vente,240000.0,,,MIRABEL,B011,7800.0,Charmes-sur-Rhône,,,07055000ZA0304,,,,,,,0,,,,,S,sols,,,1411.0,,,29,12
2021-70809,2021-12-20,3,Vente,135000.0,5643.0,,BEVENNES,B005,7120.0,Ruoms,,,072010000D2046,,,,,,,0,3.0,Dépendance,,0.0,,,,,,,,20,12
2021-70809,2021-12-20,3,Vente,135000.0,,,BEVENNES,B005,7120.0,Ruoms,,,072010000D2050,,,,,,,0,,,,,VI,vignes,,,619.0,,,20,12
2021-70809,2021-12-20,3,Vente,135000.0,730.0,,RTE DE BEVENNES,0024,7120.0,Ruoms,,,072010000D2051,,,,,,,0,,,,,S,sols,,,376.0,,,20,12
2021-70814,2021-12-16,1,Vente,27216.0,,,MASSE,B063,7290.0,Ardoix,,,070130000C1395,,,,,,,0,,,,,P,prés,,,567.0,,,16,12
2021-70818,2021-12-30,2,Vente,2500.0,,,LE BOIS SOUBEYRAND,B012,7190.0,Saint-Genest-Lachamp,,,072390000C1302,,,,,,,0,,,,,S,sols,,,37.0,,,30,12
2021-70818,2021-12-30,2,Vente,2500.0,,,LE BOIS SOUBEYRAND,B012,7190.0,Saint-Genest-Lachamp,,,072390000C1303,,,,,,,0,,,,,S,sols,,,2.0,,,30,12
2021-70819,2021-12-30,3,Vente,5000.0,,,LE BOIS SOUBEYRAND,B012,7190.0,Saint-Genest-Lachamp,,,072390000C1301,,,,,,,0,,,,,S,sols,,,69.0,,,30,12
2021-70819,2021-12-30,3,Vente,5000.0,,,LE BOIS SOUBEYRAND,B012,7190.0,Saint-Genest-Lachamp,,,072390000C1303,,,,,,,0,,,,,S,sols,,,2.0,,,30,12
2021-70827,2021-12-28,2,Vente,31746.0,,,PIGUET,B081,7410.0,Arlebosc,,,07014000AB0453,,,,,,,0,,,,,VI,vignes,,,1221.0,,,28,12
2021-70840,2021-01-08,2,Vente,163000.0,19.0,,RUE ALPHONSE DAUDET,0016,7100.0,Annonay,,,07010000AW0549,,,,,,,0,1.0,Maison,98.0,3.0,,,,,,,,8,1
2021-70843,2021-02-22,1,Vente,100000.0,,,LE LAC,B039,7340.0,Félines,,,070890000D0182,,,,,,,0,,,,,T,terres,,,3174.0,,,22,2
2021-70895,2021-01-22,1,Vente,6000.0,,,LE VILLAGE,B134,8150.0,Harcy,,,08212000AB0189,,,,,,,0,,,,,P,prés,,,1479.0,,,22,1
2021-70900,2021-01-13,1,Vente,40000.0,,,VERS LA NEUVILETTE,B184,8380.0,Neuville-lez-Beaulieu,,,08319000ZK0024,,,,,,,0,,,,,J,jardins,,,725.0,,,13,1
2021-70900,2021-01-13,1,Vente,40000.0,,,TRIOT DES HUTTES,B181,8380.0,Neuville-lez-Beaulieu,,,08319000ZK0059,,,,,,,0,,,,,P,prés,,,5222.0,,,13,1
2021-70900,2021-01-13,1,Vente,40000.0,,,VERS LA NEUVILETTE,B184,8380.0,Neuville-lez-Beaulieu,,,08319000ZK0061,,,,,,,0,,,,,P,prés,,,3469.0,,,13,1
2021-70900,2021-01-13,1,Vente,40000.0,5060.0,,VERS LA NEUVILETTE,B184,8380.0,Neuville-lez-Beaulieu,,,08319000ZK0063,,,,,,,0,1.0,Maison,123.0,5.0,S,sols,,,634.0,,,13,1
2021-70913,2021-01-21,1,Vente,9000.0,10.0,,RUE AU CHENE,0040,8700.0,Joigny-sur-Meuse,,,08237000AB0011,,,,,,,0,1.0,Maison,78.0,4.0,S,sols,,,248.0,,,21,1
2021-70977,2021-01-21,1,Vente,2284.0,,,LES ECOMES,B012,8700.0,Joigny-sur-Meuse,,,08237000AD0058,,,,,,,0,,,,,P,prés,,,1154.0,,,21,1
2021-70977,2021-01-21,1,Vente,2284.0,,,LES ECOMES,B012,8700.0,Joigny-sur-Meuse,,,08237000AD0059,,,,,,,0,,,,,P,prés,,,1130.0,,,21,1
2021-71016,2021-02-03,1,Vente,172000.0,6.0,,RUE ALBERT POULAIN,0005,8150.0,Harcy,,,08212000AB0272,,,,,,,0,1.0,Maison,193.0,6.0,S,sols,,,392.0,,,3,2
2021-71023,2021-02-05,1,Vente,13000.0,,,MONTLIEU,B078,8150.0,Harcy,,,082120000B0166,,,,,,,0,,,,,BS,taillis sous futaie,,,23460.0,,,5,2
2021-71044,2021-01-29,1,Vente,33000.0,,,LE TERME DES FOURCHES,B140,8150.0,Aubigny-les-Pothées,,,080260000B0682,,,,,,,0,,,,,P,prés,,,5982.0,,,29,1
2021-71044,2021-01-29,1,Vente,33000.0,,,HARZY,B096,8150.0,Aubigny-les-Pothées,,,08026000YA0012,,,,,,,0,,,,,BT,taillis simples,,,2292.0,,,29,1
2021-71044,2021-01-29,1,Vente,33000.0,,,HARZY,B096,8150.0,Aubigny-les-Pothées,,,08026000YA0021,,,,,,,0,,,,,BT,taillis simples,,,632.0,,,29,1
2021-71046,2021-02-09,1,Vente,33000.0,,,LE CHEMIN DE L EPINETTE,B027,8150.0,Aubigny-les-Pothées,,,080260000D0149,,,,,,,0,,,,,P,prés,,,6908.0,,,9,2
2021-71046,2021-02-09,1,Vente,33000.0,,,LE CHEMIN DE L EPINETTE,B027,8150.0,Aubigny-les-Pothées,,,080260000D0149,,,,,,,0,,,,,P,prés,,,6909.0,,,9,2
2021-71046,2021-02-09,1,Vente,33000.0,,,LE CHEMIN DE L EPINETTE,B027,8150.0,Aubigny-les-Pothées,,,080260000D0150,,,,,,,0,,,,,T,terres,,,46972.0,,,9,2
2021-71046,2021-02-09,1,Vente,33000.0,,,LE CHEMIN DE L EPINETTE,B027,8150.0,Aubigny-les-Pothées,,,080260000D0586,,,,,,,0,,,,,T,terres,,,1712.0,,,9,2
2021-71054,2021-02-10,1,Vente,45500.0,1.0,,RUE GRANDE RUE,0049,8260.0,Maubert-Fontaine,,,08282000AC0092,,,,,,,0,1.0,Maison,125.0,5.0,S,sols,,,260.0,,,10,2
2021-71080,2021-02-12,1,Vente,6000.0,,,TERRES DU CALVAIRE,B124,8260.0,Éteignières,,,081560000B0620,,,,,,,0,,,,,P,prés,,,7660.0,,,12,2
2021-71080,2021-02-12,1,Vente,6000.0,,,TERRES DU CALVAIRE,B124,8260.0,Éteignières,,,081560000B0621,,,,,,,0,,,,,J,jardins,,,181.0,,,12,2
2021-71080,2021-02-12,1,Vente,6000.0,,,TERRES DU CALVAIRE,B124,8260.0,Éteignières,,,081560000B0622,,,,,,,0,,,,,S,sols,,,276.0,,,12,2
2021-71118,2021-02-12,1,Vente,1612.0,,,SAINT AUBIN,B057,8290.0,Prez,,,08344093ZA0071,,,,,,,0,,,,,P,prés,,,206.0,,,12,2
2021-71118,2021-02-12,1,Vente,1612.0,,,SAINT AUBIN,B057,8290.0,Prez,,,08344093ZA0073,,,,,,,0,,,,,S,sols,,,2998.0,,,12,2
2021-71118,2021-02-12,1,Vente,1612.0,,,SAINT AUBIN,B057,8290.0,Prez,,,08344093ZA0076,,,,,,,0,,,,,P,prés,,,195.0,,,12,2
